x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,x21,y21,z21
0.8420487642288208,0.7689952254295349,5.162570460015559e-07,0.7522255778312683,0.7723277807235718,-0.03622197359800339,0.6671582460403442,0.7209280729293823,-0.04638971760869026,0.6136812567710876,0.6468851566314697,-0.053150761872529984,0.5662608742713928,0.5839441418647766,-0.057334862649440765,0.6667581796646118,0.556519627571106,-0.007813390344381332,0.6128941178321838,0.4661189317703247,-0.02574540302157402,0.5838762521743774,0.4102943241596222,-0.043469782918691635,0.5619397163391113,0.35725247859954834,-0.057195764034986496,0.7110109329223633,0.5142989754676819,-0.007438765373080969,0.6633844375610352,0.40619295835494995,-0.02038220316171646,0.635174572467804,0.33685818314552307,-0.036662403494119644,0.613592267036438,0.27687811851501465,-0.049608007073402405,0.7597441077232361,0.5003067255020142,-0.01427997276186943,0.7300826907157898,0.39534685015678406,-0.03474344313144684,0.7155168652534485,0.32824066281318665,-0.04949763044714928,0.7023768424987793,0.26803916692733765,-0.05957463011145592,0.812974214553833,0.503187894821167,-0.025005275383591652,0.8041059970855713,0.41372835636138916,-0.04611646756529808,0.8015770316123962,0.3560512065887451,-0.055089034140110016,0.7989321947097778,0.30032074451446533,-0.06068044900894165
0.8410691022872925,0.7694833874702454,5.246095611255441e-07,0.7509681582450867,0.772118091583252,-0.03632413595914841,0.6663644313812256,0.7210900187492371,-0.04670674726366997,0.6133136749267578,0.6468991041183472,-0.05373338237404823,0.5653235912322998,0.5838652849197388,-0.05815618485212326,0.6658772826194763,0.5564554333686829,-0.007705621886998415,0.6123514771461487,0.46590712666511536,-0.025657178834080696,0.5836267471313477,0.40997034311294556,-0.04341555014252663,0.5619724988937378,0.3567568063735962,-0.057124581187963486,0.7104732990264893,0.5143337249755859,-0.007329306565225124,0.6633843779563904,0.4063388705253601,-0.020101558417081833,0.6355574727058411,0.3368997573852539,-0.03628494217991829,0.6143930554389954,0.2769155502319336,-0.04922351613640785,0.7593885660171509,0.5002263784408569,-0.014219623059034348,0.7300111651420593,0.3953423500061035,-0.034390367567539215,0.7155627012252808,0.32847580313682556,-0.04886548966169357,0.7025731801986694,0.26861363649368286,-0.05879470705986023,0.8126859068870544,0.5029879212379456,-0.025054890662431717,0.8039681911468506,0.4133527874946594,-0.0458124615252018,0.8013074398040771,0.3557129502296448,-0.054533347487449646,0.7986845374107361,0.300317645072937,-0.05997293442487717
0.8406123518943787,0.7693730592727661,5.213709073359496e-07,0.7502593994140625,0.7711581587791443,-0.03669559955596924,0.665268063545227,0.7200276851654053,-0.04719877988100052,0.611488401889801,0.6453278660774231,-0.054324276745319366,0.5633776187896729,0.5821101069450378,-0.05883156135678291,0.6658768057823181,0.5568634867668152,-0.007513747550547123,0.6121973395347595,0.4663832187652588,-0.02591627463698387,0.5832574367523193,0.4103391468524933,-0.04410736262798309,0.5612934231758118,0.3567237854003906,-0.058130715042352676,0.7099689841270447,0.5143057107925415,-0.006970468442887068,0.6620840430259705,0.4068441092967987,-0.02012881450355053,0.6336182355880737,0.3376326858997345,-0.036679983139038086,0.6117842197418213,0.27733418345451355,-0.04988501965999603,0.7584121227264404,0.49990952014923096,-0.013774683699011803,0.7288631200790405,0.3952893614768982,-0.03433740884065628,0.7142069339752197,0.32835716009140015,-0.04912789911031723,0.7010495066642761,0.26828885078430176,-0.05923978611826897,0.8115173578262329,0.5026052594184875,-0.024562498554587364,0.8031289577484131,0.4137783944606781,-0.04570389539003372,0.8009466528892517,0.3561692535877228,-0.0547230988740921,0.798662543296814,0.30075183510780334,-0.06033330410718918
0.8404460549354553,0.7697333097457886,5.242470138000499e-07,0.7501066327095032,0.7731767892837524,-0.03718976676464081,0.6650922298431396,0.7222820520401001,-0.047819897532463074,0.6118574738502502,0.647558867931366,-0.05487406253814697,0.5645614862442017,0.5831750631332397,-0.059216033667325974,0.6654127836227417,0.5582679510116577,-0.008696219883859158,0.6109980344772339,0.4675931930541992,-0.02702811174094677,0.5820043087005615,0.41135504841804504,-0.04493164271116257,0.5601677894592285,0.35782963037490845,-0.058619506657123566,0.7093390226364136,0.5154563188552856,-0.007802105974406004,0.6608908772468567,0.40712112188339233,-0.02063075080513954,0.6321008801460266,0.3376733660697937,-0.03673464432358742,0.610137939453125,0.27793312072753906,-0.04955368489027023,0.7577035427093506,0.5008915066719055,-0.014225355349481106,0.7277705073356628,0.39581719040870667,-0.03425568714737892,0.7128570675849915,0.328820139169693,-0.04863666743040085,0.699431300163269,0.26890161633491516,-0.05848651006817818,0.8108086585998535,0.5032973289489746,-0.024689272046089172,0.802152693271637,0.4136306643486023,-0.04532666876912117,0.7996582984924316,0.35560065507888794,-0.054007578641176224,0.7970753908157349,0.29992470145225525,-0.059375520795583725
0.840206503868103,0.7711230516433716,5.19166690082784e-07,0.7494584321975708,0.7751256227493286,-0.0363711342215538,0.6641759872436523,0.7239232659339905,-0.046299006789922714,0.6121924519538879,0.6481562256813049,-0.05278787761926651,0.5657504796981812,0.5838706493377686,-0.05658096447587013,0.6650873422622681,0.5588916540145874,-0.007887736894190311,0.6106740832328796,0.46790027618408203,-0.025778166949748993,0.5815337300300598,0.4114093482494354,-0.04342345893383026,0.5593125820159912,0.35776397585868835,-0.05700162425637245,0.7087789177894592,0.5158854722976685,-0.007162741385400295,0.6606972217559814,0.4077419638633728,-0.019539333879947662,0.6319482326507568,0.3384245038032532,-0.03535600006580353,0.6097313165664673,0.27868860960006714,-0.048019520938396454,0.7567483186721802,0.5011858940124512,-0.01368705928325653,0.7276574969291687,0.3963083326816559,-0.033072713762521744,0.7125903964042664,0.3292517066001892,-0.04716014489531517,0.698605477809906,0.2694942355155945,-0.05695796012878418,0.8096699118614197,0.5033307671546936,-0.02424926683306694,0.802193284034729,0.41377097368240356,-0.044046800583601,0.7994218468666077,0.3556128144264221,-0.052408378571271896,0.7961130142211914,0.2997495234012604,-0.057706814259290695
0.8387883305549622,0.7709581851959229,5.137520702191978e-07,0.7480380535125732,0.7744532823562622,-0.036000821739435196,0.6620112657546997,0.7226927280426025,-0.045775774866342545,0.6096178889274597,0.6466046571731567,-0.05216047912836075,0.5624362826347351,0.5833134055137634,-0.05596707761287689,0.6638531684875488,0.5580233931541443,-0.00840999186038971,0.6088717579841614,0.467231810092926,-0.026726936921477318,0.580077052116394,0.4109450578689575,-0.044626735150814056,0.5585418939590454,0.35738319158554077,-0.058339957147836685,0.7076294422149658,0.515021800994873,-0.00790311023592949,0.6587939262390137,0.4072999358177185,-0.0206954013556242,0.6299926042556763,0.33787888288497925,-0.03669141232967377,0.6077814102172852,0.27794143557548523,-0.04952364042401314,0.755850613117218,0.5003354549407959,-0.014614908024668694,0.7269185185432434,0.39554208517074585,-0.03438868746161461,0.7121570110321045,0.3287307620048523,-0.04868331179022789,0.6983634829521179,0.26899635791778564,-0.05858917534351349,0.8091354370117188,0.5022990107536316,-0.025319546461105347,0.8014066815376282,0.412448525428772,-0.045647650957107544,0.798527717590332,0.3543546795845032,-0.05445287749171257,0.7949930429458618,0.29837262630462646,-0.0600372850894928
0.837160050868988,0.7707538604736328,5.241856229076802e-07,0.7460112571716309,0.7752846479415894,-0.037258248776197433,0.6597811579704285,0.7228803038597107,-0.047339361160993576,0.6072550415992737,0.6463644504547119,-0.05386240780353546,0.5601781010627747,0.5819523930549622,-0.057700421661138535,0.6612592935562134,0.5574929714202881,-0.008396867662668228,0.6064592003822327,0.46692484617233276,-0.02697698399424553,0.578083872795105,0.41062217950820923,-0.04526834562420845,0.5567932724952698,0.35648131370544434,-0.05927508696913719,0.7051914930343628,0.5142430663108826,-0.007289952598512173,0.6561422348022461,0.4067884683609009,-0.020091623067855835,0.6270451545715332,0.3373459577560425,-0.03644607216119766,0.6045559644699097,0.2768804132938385,-0.04958374425768852,0.7536879181861877,0.49962809681892395,-0.013574316166341305,0.7244393825531006,0.39611124992370605,-0.03330325335264206,0.7099332213401794,0.32951000332832336,-0.04781435802578926,0.6964669227600098,0.2697145938873291,-0.05787144973874092,0.8073490262031555,0.5016317963600159,-0.024020835757255554,0.7996205687522888,0.41215354204177856,-0.04426075145602226,0.797052800655365,0.354265034198761,-0.053186021745204926,0.7937843203544617,0.2982597351074219,-0.058869849890470505
0.8341561555862427,0.7707789540290833,5.138660412740137e-07,0.7435966730117798,0.7754145264625549,-0.03518114984035492,0.6581161022186279,0.7231493592262268,-0.04454820975661278,0.6062800884246826,0.6489517688751221,-0.05081238970160484,0.5606985688209534,0.5865087509155273,-0.05473604053258896,0.6588688492774963,0.5563905835151672,-0.008175100199878216,0.6034471988677979,0.46628037095069885,-0.026851633563637733,0.5747198462486267,0.41012042760849,-0.045131344348192215,0.55312579870224,0.35609447956085205,-0.059034232050180435,0.7027036547660828,0.5136746168136597,-0.008181273937225342,0.6530418395996094,0.40569740533828735,-0.021123845130205154,0.6231980323791504,0.33598005771636963,-0.03753077983856201,0.6001742482185364,0.27535954117774963,-0.05058528482913971,0.75133216381073,0.4992035925388336,-0.015284569002687931,0.7221541404724121,0.3952183723449707,-0.03458556905388832,0.706911027431488,0.3282606601715088,-0.04892238602042198,0.6929152607917786,0.2684939503669739,-0.05891604721546173,0.8049981594085693,0.5017097592353821,-0.026407670229673386,0.7979521155357361,0.4127146005630493,-0.045894917100667953,0.7948036789894104,0.354544460773468,-0.054364752024412155,0.7910768389701843,0.29844796657562256,-0.05979619547724724
0.830660343170166,0.7684445381164551,5.226378902989381e-07,0.7415154576301575,0.7738593816757202,-0.036371439695358276,0.6562875509262085,0.7226871848106384,-0.04723897948861122,0.6043508052825928,0.6496988534927368,-0.05475248396396637,0.5576528310775757,0.5879855155944824,-0.05988747626543045,0.6555341482162476,0.5550742745399475,-0.011604208499193192,0.5998914241790771,0.46544644236564636,-0.03178798779845238,0.5708551406860352,0.4089180827140808,-0.05096491798758507,0.5490628480911255,0.3548077940940857,-0.06544468551874161,0.6989266872406006,0.5112617611885071,-0.011690517887473106,0.648064374923706,0.40172237157821655,-0.025280943140387535,0.6178030371665955,0.33185404539108276,-0.041543785482645035,0.5944764614105225,0.272282212972641,-0.054506976157426834,0.7480058670043945,0.49662238359451294,-0.018846988677978516,0.7178779244422913,0.39151400327682495,-0.038550641387701035,0.7026531100273132,0.32367509603500366,-0.052500274032354355,0.688752293586731,0.2633816599845886,-0.06232532858848572,0.802557110786438,0.49994680285453796,-0.030129076912999153,0.7951538562774658,0.41077303886413574,-0.05015527829527855,0.7922712564468384,0.35287320613861084,-0.058405905961990356,0.7886983752250671,0.2978287935256958,-0.06366433948278427
0.8276944160461426,0.7640553116798401,5.173833983462828e-07,0.7380993962287903,0.7691547274589539,-0.03616142272949219,0.6535658240318298,0.7199008464813232,-0.04718440771102905,0.6010755300521851,0.6475620865821838,-0.05502748489379883,0.5537510514259338,0.5862988233566284,-0.060530684888362885,0.6529691219329834,0.5530003309249878,-0.010488267987966537,0.5968345403671265,0.4639159142971039,-0.030935043469071388,0.5674877166748047,0.4080048203468323,-0.050457555800676346,0.545361340045929,0.35392332077026367,-0.06518398225307465,0.695745587348938,0.508358359336853,-0.010598588734865189,0.6445639133453369,0.3985026478767395,-0.024162454530596733,0.6138011813163757,0.32931795716285706,-0.040591709315776825,0.5894903540611267,0.2700667381286621,-0.05379389226436615,0.7442023158073425,0.4926935136318207,-0.017851293087005615,0.7137717604637146,0.3873148560523987,-0.0369487889111042,0.697663426399231,0.3195750117301941,-0.05046757310628891,0.6827428936958313,0.2598872184753418,-0.06025637686252594,0.7983648777008057,0.4952643811702728,-0.02933904156088829,0.7918635606765747,0.4072723388671875,-0.04812842607498169,0.7886442542076111,0.3498117923736572,-0.05572785437107086,0.7843092679977417,0.29579606652259827,-0.06080031767487526
